1,盘点2024丨镜头下的南农这一年,0
2,我校举办第二届 “未来奖学奖教金”颁奖典礼,0
3,中共中央政治局召开民主生活会 习近平主持会议并发表重要讲话,0
4,南京农业大学第八届钟山国际青年学者论坛开幕,0
5,学校召开第六届研究生教育工作会议,0
6,中央农村工作会议在京召开 习近平对做好“三农”工作作出重要指...,0
7,公共管理学院欧名豪教授团队获批国家社科基金重大项目,0
8,2024年动物生殖调控与胚胎工程国际研讨会在南京召开,0
9,我校辅导员甄亚乐获全国高校辅导员“优秀风采”称号,0
10,教育部高校思想政治工作简报报道南农育人模式,0
11,南京农业大学现代农业分析测试中心揭牌,0
12,学校召开学习贯彻落实习近平总书记给中国国际大学生创新大赛参赛...,0
13,“金色丰碑——金善宝先生纪念展”开展,0
14,2024“省长杯”江苏省大学生足球联赛总决赛在南农举行,0
15,全国一等奖！我校学子在第三届中国研究生金融科技创新大赛上取得...,0
16,2024年“瑞华杯大学生年度人物”风采展评揭晓,0
17,南农在2024年度中国国际大学生创新大赛中斩获1金2银4铜,0
18,校长陈发棣一行到麻江县调研推进定点帮扶工作,0
19,学校党委巡察工作领导小组研究部署巡察工作,0
20,我校召开MPA办学20周年发展大会暨公共管理高峰论坛,0
21,南农合作研发的中华物产大模型在世界互联网大会发布,0
22,校长陈发棣为学生讲授形势与政策课,0
23,联合国粮农组织与南农联合举办全球首届RENOFARM培训,0
24,中国畜产品加工研究会第八次全国会员代表大会在南京召开,0
25,把审核评估成效切实转化为教育教学改革实践,0
26,校党委书记王春春和校长陈发棣带队调研走访教学科研一线,0
27,校党委书记王春春讲授专题思政课：以“种子之力”谱写强农兴农新...,0
28,国家大豆生物育种产教融合创新平台盱眙科教基地开工建设,0
29,南农2项成果入选2024年度“火花技术”名单,0
30,中国农业风险管理研究会2024年学术年会在南农举办,0
31,中国农学会教育专业委员会召开2024年学术年会,0
32,思享汇 | 如何“撞”进青年怀抱？,0
33,亚洲农业科教创新联盟2024年会在泰国举行,0
34,南农环境生态学首次跻身ESI全球前千分之一,0
35,教育部党组第五巡视组巡视南京农业大学党委工作动员会议召开,0
36,​“十百千万”工程：以人才“新智”助力农业“新质”,0
37,“南农方案”连续三届入选全球减贫最佳案例,0
38,部省领导视察我校共建江苏泰兴科技小院,0
39,全国农林校企人才大会在南农举办,0
40,南农主办第五届国际生物设计研究大会,0
41,“道德的力量”先进事迹巡演走进南农,0
42,稻谷飘香，宁粳丰收好“答卷”！,0
43,我校“5G+新农科智慧教学科研基地”获批全国典型项目,0
44,学校召开本科教育教学审核评估迎评工作会议,0
45,南京农业大学滁州科教创新园开工建设,0
46,我校滨江校区章之汶图书馆馆名正式揭幕,0
47,我校隆重举行滨江校区启用大会,0
48,我校首届校园马拉松比赛在滨江校区开跑,0
49,振奋！南京农业大学迎领天安门广场国旗,0
50,2024中国农学会年会暨中国现代农业发展论坛在南京农业大学举行,0
51,我校举办“遇见南农”2024年迎新生联欢晚会,0
52,沈其荣院士团队“木霉”技术促盐碱地改良,0
53,南农老同志热议习近平总书记给“银龄行动”老年志愿者代表回信,0
54,智慧稻作技术现场观摩会在盐城举行,0
55,学校召开实验教学中心专业内涵建设论证会,0
56,校长陈发棣出席2024世界农业科技创新大会,0
57,我校33种教材入选江苏省“十四五”普通高等教育本科省级规划教材,0
58,沈其荣院士团队木霉菌项目进行试验示范,0
59,“宁香粳9号”绿色高质高效生产现场观摩培训会议在常州溧阳召开,0
60,学校召开第十三届学位评定委员会第九次会议,0
61,中国驻肯尼亚使馆临时代办张执中调研南农孔院,0
62,南京农业大学开学第一课叩响作为 “智”启担当,0
63,我校举行2024级本科生军训总结表彰大会,0
64,优质食味粳稻现场观摩培训会在望江召开,0
65,第二届宿州大豆产业创新高质量发展大会举行,0
66,我校与宁夏科技厅签订战略合作协议,0
67,《中国教育报》刊发沈其荣院士专访文章,0
68,学校严明登记制度  有效防范违规“打招呼”请托办事不正之风,0
69,我校国际师生热议习近平主席复信非洲50国学者,0
70,校党委理论学习中心组（扩大）专题学习全国教育大会精神,0
71,南京农业大学与南京江北新区举行校地融合发展战略合作签约仪式,0
72,我校干部师生热议全国教育大会精神,0
73,我校20个专业获批江苏高校品牌专业建设工程三期项目,0
74,理论学习丨习近平在全国教育大会上发表重要讲话,0
75,尊师重教，温暖润心！校领导为全校教师送去节日祝福,0
76,我校召开党的建设工作领导小组会议暨党纪学习教育总结会议,0
77,肯尼亚高校代表团来访南农,0
78,三校区迎新丨眼前人是“新”上人！,0
79,三校区返校丨老同学，新感受！,0
80,我校入选首批来华留学“感知中国”微课程与实践基地,0
81,图解丨学校第十二届党委第十九次会议精神,0
82,校党委召开第十二届委员会第十九次全体（扩大）会议,0
83,【特稿】弘扬和践行教育家精神的三重进路,0
84,学校印发通知  进一步明确师德师风建设“十项禁令”,0
85,南京农业大学第二附属幼儿园揭牌成立,0
86,我校国家社科基金重大项目开题论证会顺利召开,0
87,省级“大食物安全治理与政策智能实验室”建设召开专家论证会,0
88,第七届农业经济理论前沿论坛在南农举办,0
89,省委宣讲团来我校宣讲党的二十届三中全会精神,0
90,我校第六次入选教育部直属高校精准帮扶典型项目,0
91,我校与交通银行江苏省分行签署战略合作协议,0
92,教育部部长怀进鹏：深化教育综合改革,0
93,校领导访问老挝,0
94,【通讯】《中国青年报》头版报道我校智慧农业团队育智慧人才,0
95,全国农业展览馆（中国农业博物馆）来校洽谈合作,0
96,校长陈发棣慰问滨江校区运行筹备一线工作人员,0
97,我校与江苏省农垦集团签订战略合作协议,0
98,33项奖!南农学子在江苏大学生创新大赛中再创佳绩,0
99,我校4项成果获教育部第九届高等学校科学研究优秀成果奖（人文社...,0
100,中共中央关于进一步全面深化改革推进中国式现代化的决定,0
101,学校召开部分重点领域单位党纪学习教育报告会,0
102,校领导看望慰问暑期奋战一线的师生员工,0
103,校领导检查指导我校本科招生录取工作,0
